,summonerName
98,AqUiLeSiiTo
99,belilaj the best
100,kulindra
101,HannesRudolph
102,GâbRïêL
103,5TFU and PLAY 
104,OmmyTheNoob
105,The MythstalKer 
106,Sello17
107,Skyc0ntrol
108,DimPetunia
109,XxMaSterBuNnyXx
110,seanjdeaf
111,supresimba
112,Patyk
113,sinfuleyesq8
114,rtbf233193959
115,hamakratose
116,antonioGª
117,hugoxtv
118,BestGaren0
119,Lion0710
120,unicornlover1104
121,titos105
122,ftmonster78
123,Azmmoog
124,babasanfour147
125,jiweikai92
126,Mastuy11
127,CoFFeePuPPy16
128,KûroBayashi
129,king mahdi82
130,xXxBoosterxXx
131,saad l7way
132,WolfBlood1914
133,rübenzhio
134,rivindunkiller
135,Diawie
136,Giiij4ever
137,MLDIAM
138,SrAlvarez97
139,gataa
140,SNAYMAK
141,TheTude5
142,Aubz93
143,marceyolo
144,Gacekwielki22
145,Gonkoo
146,RengoBey
147,NadieYTuMadre
148,amineprox24
149,SuuShyy
150,JUST CS CS CS
151,Fadhel The One
152,delfo
153,gkiller1234
154,Athena2408
155,Blackdayron
156,3lDuK0
157,jonicko
158,sanghoan2
159,kiss my head
160,Heniss
161,osama4545
162,Slushesii
163,lottelukas
164,blackmirror14
165,Blitzmarck
166,Bourne2017
167,marcuitos00
168,topedra
169,WindStep
170,DreamOnBiatch
171,SamJaegar
172,ReazWSL
173,Smouneh
174,Brida91
175,hide on bouch
176,TuxSandro
177,MarcoCITA
178,Magribo
179,SilentAssassin94
180,Razor Storm
181,SuperBonobo07
182,SHICIZO
183,Seraph941
184,wonkalolxd
185,MrHigHs
186,MircoPlayer
187,Bryan Gaussling
188,Fiora88
189,Gaynaldo cr7
190,masame2005
191,zZMariancittaZz
192,Condansator
193,joukouch
194,Educated  xGx
195,le7neshkappa
196,Audariteking123
197,20drago20
198,Principessa74
199,TheLittleVinc
200,Easylas
201,DurbaMogue
202,Rabador
203,TerXO
204,NicolásJH
0,CommunistPatata
1,Meanice
2,Shacolonee
3,Erycki
4,JavveLin
5,Johannes 14 6
6,XxCARSUS
7,axeltjuuh
8,Rufynello
9,marquesx6
10,CxdriiikOnSmurf
11,Yias94
12,UsefulDeadBeat
13,xXPeque11Xx
14,NiveaParfem
15,VampireHuntSword
16,MaRkItOsS90
17,3amikDaRkZz
18,Manjolito
19,Chanator15
20,stellina88
21,jazion5
22,jswade
23,TheLinoxLP
24,Mavrickbeast
25,dedaco
26,dav1d 370
27,SaltyStevo
28,samanthawolf69
29,TOCANARICES
30,Zeykiii
31,24Thommy
32,I am Redzyx
33,skylord77190
34,Irtaza Champ
35,Xerneas10
36,ArturitoFofo
37,Angoen
38,MistyDay02
39,Maquiavelica
40,Imparator86
41,Cateap
42,Sifiso
43,FianTGG
44,Naintuabl
45,xxdiabliyo54xx
46,MitchConne3r
47,Chimpchared
48,wows1
49,lucasber25
50,TheGuy95
51,TreffNüx
52,TheXLover
53,Rohp1
54,Naruhito
55,MickeyMaster6
56,Diancephalon
57,GCarP
58,bosskiller017
59,DoomiSVK
60,amineifari
61,FuyurQumir
62,TheFlipper54
63,trentjeuh
64,RanziSilvi
65,High Pixel
66,chippa kwitta
67,medislam
68,Rektagon
69,3 en français A
70,Mexi23
71,SLY BLUESTARS
72,EpicFaze44
73,notBIindAnymore
74,m0onlight097
75,StupratoreSerial
76,stifflerworkout
77,bananiakeyta
78,Nissenby
79,113antonny
80,a7medhamdy
81,Scorege6
82,DIEUbyffoold
83,luchetto40
84,Piervo
85,HAPPY TO KILL U
86,BurnHost
87,Moriconz
88,SpryBlue
89,yasinoo85
90,stary91
91,Cruzinha fofo
92,Goujohn
93,MyVoiceEkkos
94,SK Nvllivs
95,Keildichtung
96,RISSOLDECAMARAO
97,ZenoVroK
98,Pastifilio00
99,Yaaasno
100,MGDarkFury
101,giantwaffleb
102,ProAhmad1999
103,JuGe33
104,OTP Taliiah
105,Blue WoIf
106,hot wok maok
107,Aries 98
108,Dunk Em UP
109,Tabas7o
110,Noisettine
111,KingKuby
112,el payo bago1
113,MagicKaito177
114,TheRealJonesy
115,DXEHSAN
116,YOUSEFxKILLER
117,mâgnêtø
118,Platinion
119,Rivën AP Only
120,Frisboy
121,BananenFRANZ
122,Razaback
123,Mister elleEez
124,neum110
125,X Mr One Shot X
126,Clandestinoo
127,AcTyyZ19
128,roc98
129,ShlaguitoO
130,Roxas240210
131,GoGoTuJa
132,iLegendsTN
133,KikoRasgador
134,tihop31
135,chaboula
136,MMaxi2608
137,iHenrique23
138,Teh Real Makato
139,krakium
140,Lainkolan
141,TheDamned17
142,DaMoudirWick
143,KingOfBamboozle
144,Saysuki
145,Teresaponlamesa
146,AdibYT
147,Yo gi oh Konig
148,SpiderHunter2104
149,ViKiNgO4eVeR
150,Hide on bushı
151,KamikatzeMiau
152,THE DOCKERIAN
153,AlexZerstorer
154,TheMick0609
155,Wabisuke55
156,M97
157,7evenXona
158,KinG MsF
159,AfaFonti
160,Golden3r
161,Ntoropi
162,tokli
163,samardito
164,I E E C N I V I
165,bnymn
166,ooGuZieC87oo
167,sadocritique
168,amen alah456
169,IchMagMangoFTW
170,SilveryMoon021
171,West Wings
172,xaviambrose
173,Diamond Juzo
174,Ramin RF
175,Shadowplane
176,GrosAxel92i
177,MaelStormer
178,Najd20
179,Pausic
180,Punktruck16
181,WhoDis
182,LABBIUS
183,Faßrice
184,Mo7iTo
185,DEMUU
186,the tabal aymane
187,Bengaljungleking
188,KuroToZoR
189,PeterPan skrrt
190,Tilt Immune
191,Sammael12
192,pippofranco9
193,NoisyWorker
194,MeUrgotLaVeiga69
195,fulkanul
196,awad3000
197,Nova51
198,Progameswail
199,gmmg PT
200,Master o Oyix
201,Principro
202,Koeweitse
203,VeneX
204,RealFreeShoT
0,kelzod
1,Totally New
2,babe kiss me
3,Wïnkel
4,Miałczu
5,blahurk
6,homod20
7,TheRightOne
8,drombom
9,Highwire
10,mdmd77
11,Hawash
12,ChoppyDoo
13,Saito4ever
14,krstos1
15,hejmejkr22
16,ShiMada12
17,Zha nan Yq
18,KennyYesYes
19,FROGGYZI
20,torryboy707
21,jj021
22,ObintoS3nPaI
23,whipshall
24,Knifebreaker01
25,WackyAntop
26,HeyPro14
27,xXxM1dlexXx
28,Pitø
29,Salva055
30,Rushfire
31,Sªgres
32,An00bi5
33,caxcho
34,OKaralhoKTaFoda
35,Benehindert
36,Ptitcaille
37,Soul0fSadow
38,joselicoo
39,Mike3011
40,WANGTUN
41,NjDimas
42,Dragobuu04
43,CreeD57
44,Wealeth
45,RYPAY
46,maxentlosplay
47,AdidasKaimas
48,Rayito21
49,Yandaho
50,elzabarty0001
51,Vorsichtkrit
52,caballero2510
53,Actimel1324
54,debpain
55,dua2003rte
56,wasam
57,FloDown
58,ArchiGold5
59,brotherflock
60,Nijinskyvich
61,Naphos
62,NAUFAL10
63,Javast
64,hazim11
65,Kimmich32
66,Fandreas
67,köy ekmeyi
68,TWILKS
69,Smartkoukie
70,OriginsOfBretzel
71,fecke04
72,TerBoo
73,KeksderGroße
74,iTwinZz
75,svitras
76,xDeamon69
77,onfcy soeemcntsa
78,ExMagical
79,justnxcole
80,LeJur
81,ImZentrox
82,Ø D 
83,Onimonster
84,Fuzzarion
85,jode66
86,llKajll
87,Celii
88,D0489
89,Haters697
90,Hi I Am Babbets
91,IXxKillSwitchxXI
92,Funky000
93,TheLord9000
94,Biettola
95,Kornmen
96,TheProAlpha28
97,MT Krowint
98,Uia
99,elBecha01
100,Onu Vofka
101,HannesB02
102,Breuch21
103,julienlebb
104,piransmy
105,kazziboo
106,Bee0mad
107,sidi97
108,AnoKDurbag
109,DrMabusen
110,Ho Shi Minh
111,Dizzyware
112,JHO09
113,IsshoGame
114,calacado
115,Tamata03
116,Magerley
117,K4ymioh PT
118,Lord Vile7
119,xCcx3
120,Youmpai
121,BolinhaPedro
122,PitBiscuit72
123,Nornes1
124,Dusttelen
125,Benni734
126,PaccoSpacco
127,Biku38
128,Axl1010
129,jp945
130,PoneysAreAwesome
131,Kokmen974
132,OnvoidT
133,youssef   yasou
134,rumgamerpro
135,tiagultimate
136,PapitoInTheBush
137,kuromaru666
138,G2 lil c
139,dwan bringer ali
140,ChemSketch2511
141,1do1de2017
142,Siiika
143,makoa player
144,miguel290
145,Rampage Wolf
146,krabíkSVK
147,The Ottoman Came
148,CRAZYDRUGLORD
149,xMOBUTUx
150,JotaHarlem
151,donût
152, Åziz
153,JoseCruck
154,ItzMarcin
155,Kevinimpact
156,Tazmk
157,WeaselJB
158,ByDaGoN23
159,Øptimus
160,EmpereurDesDieux
161,irisWarrior
162,byMattix
163,Domkinso
164,hapbez
165,otchihamadara
166,hesmohesmo
167,frix919
168,Hetpoederbos
169,power006
170,GREEEEYY
171,Yukiteru42
172,Bad Boy Ekzotka
173,duff1208
174,El Zaref
175,puffyguy
176,seyia96
177,kyotto8
178,DerBoss372
179,Tamer of kings
180,Marcoski09
181,Tirex21
182,licornes du 22
183,RodriGTM
184,Maino in AFK
185,fire2hell
186,DrSpRiCe
187,Peu habile
188,KopUp
189,StarlessBoy
190,Louii Made
191,L9s Man
192,stormshadow56
193,XKienX
194,Renten VII
195,minimalistisch
196,T1mE69
197,0verTaker
198,Fricejay
199,Sigisx99
200,xXxTeTeTmToxXx
201,AntoLeggenda
202,EL PTO DORAEMON
203,Night568
204,AtozeCaca
